NEU_DATUM;AUFTRAGSNR;AUFTRAGSPOS;ARTIKELNR;BEGINN_ZEIT;ENDE_ZEIT;PERS_NR;LHM_TYP;MENGE_IST;GEWICHT_SOLL;VOLUMEN_KOLLI;PALNR;KUNDENNR;warehouse;area;aisle;house;place;picklocation
30.08.2024;114;1;294;07:18:16;07:19:05;6;39;6;7,891;14,412;3,43881E+17;280;51;1;1;21;0;2100
30.08.2024;114;2;91;07:19:05;07:20:07;6;39;6;9,097;14,957;3,43881E+17;280;51;1;1;25;4;2504
30.08.2024;114;3;257;07:20:07;07:20:20;6;39;6;8,253;15,434;3,43881E+17;280;51;1;1;26;0;2600
30.08.2024;114;4;793;07:20:20;07:20:33;6;39;6;6,852;11,302;3,43881E+17;280;51;1;1;28;0;2800
30.08.2024;114;5;770;07:20:33;07:21:00;6;39;6;8,333;15,276;3,43881E+17;280;51;1;1;36;0;3600
30.08.2024;114;6;227;07:21:00;07:21:10;6;39;6;7,146;12,738;3,43881E+17;280;51;1;1;37;2;3702
30.08.2024;114;7;64;07:21:10;07:21:55;6;39;6;9,512;15,446;3,43881E+17;280;51;1;2;21;4;2104
30.08.2024;114;8;1068;07:21:55;07:22:28;6;39;6;7,829;13,28;3,43881E+17;280;51;1;2;30;0;3000
30.08.2024;114;9;183;07:22:28;07:22:29;6;39;6;6,831;11,304;3,43881E+17;280;51;1;2;33;2;3302
30.08.2024;114;10;258;07:22:30;07:23:24;6;39;6;7,456;11,057;3,43881E+17;280;51;1;3;17;2;1702
30.08.2024;114;11;277;07:23:24;07:24:16;6;39;6;6,356;11,568;3,43881E+17;280;51;1;3;38;2;3802
30.08.2024;114;12;784;07:24:16;07:24:43;6;39;6;9,38;12,594;3,43881E+17;280;51;1;4;3;5;305
30.08.2024;114;13;798;07:24:43;07:25:07;6;39;6;4,757;7,686;3,43881E+17;280;51;1;4;15;0;1500
30.08.2024;114;14;417;07:45:01;07:46:40;6;39;6;8,212;15,044;3,43881E+17;280;51;1;4;20;23;2023
30.08.2024;114;15;20;07:26:12;07:27:16;6;39;24;12,622;18,543;3,43881E+17;280;51;1;5;3;0;300
30.08.2024;114;16;495;07:27:17;07:27:38;6;39;12;7,339;11,066;3,43881E+17;280;51;1;5;12;2;1202
30.08.2024;114;17;580;07:27:38;07:28:02;6;39;24;8,502;12,987;3,43881E+17;280;51;1;5;35;2;3502
30.08.2024;114;18;1117;07:28:02;07:28:32;6;39;12;2,654;4,183;3,43881E+17;280;51;1;6;1;2;102
30.08.2024;114;19;1133;07:28:32;07:29:14;6;39;24;8,33;13,578;3,43881E+17;280;51;1;6;4;0;400
30.08.2024;114;21;1116;07:29:14;07:29:21;6;39;12;2,617;4,324;3,43881E+17;280;51;1;6;9;4;904
30.08.2024;114;22;400;07:29:21;07:29:45;6;39;3;10,647;5,186;3,43881E+17;280;51;1;6;10;2;1002
30.08.2024;114;23;271;07:29:45;07:30:06;6;39;6;12,734;17,419;3,43881E+17;280;51;1;6;13;0;1300
30.08.2024;114;24;177;07:30:06;07:30:23;6;39;8;12,872;14,803;3,43881E+17;280;51;1;6;15;0;1500
30.08.2024;114;25;820;07:30:23;07:30:49;6;39;6;12,744;17,708;3,43881E+17;280;51;1;6;16;0;1600
30.08.2024;114;26;792;07:30:49;07:30:51;6;39;3;15,794;28,682;3,43881E+17;280;51;1;6;20;2;2002
30.08.2024;114;27;895;07:31:22;07:32:05;6;39;6;6,299;9,343;3,43881E+17;280;51;7;7;3;4;304
30.08.2024;114;28;108;07:32:05;07:32:21;6;39;6;9,498;16,022;3,43881E+17;280;51;7;7;5;0;500
30.08.2024;114;29;77;07:32:21;07:41:41;6;39;6;8,099;14,647;3,43881E+17;280;51;7;7;23;0;2300
30.08.2024;114;30;57;07:41:41;07:41:55;6;39;6;8,826;14,346;3,43881E+17;280;51;7;7;28;2;2802
30.08.2024;114;31;436;07:41:56;07:42:12;6;39;12;18,588;14,417;3,43881E+17;280;51;7;7;28;4;2804
30.08.2024;114;32;134;07:42:13;07:42:34;6;39;6;9,25;14,277;3,43881E+17;280;51;7;7;29;2;2902
30.08.2024;114;33;1043;07:42:35;07:42:35;6;39;6;7,839;14,64;3,43881E+17;280;51;7;7;31;0;3100
30.08.2024;114;34;910;07:42:35;07:42:59;6;39;6;7,756;14,698;3,43881E+17;280;51;7;7;33;0;3300
30.08.2024;114;35;1200;07:42:59;07:43:00;6;39;6;7,848;13,056;3,43881E+17;280;51;7;7;34;4;3404
30.08.2024;114;36;414;07:43:00;07:43:23;6;39;4;6,174;12,921;3,43881E+17;280;51;7;7;35;4;3504
30.08.2024;114;37;47;07:43:23;07:43:24;6;39;4;6,172;12,677;3,43881E+17;280;51;7;7;37;2;3702
30.08.2024;114;38;859;07:43:24;07:43:40;6;39;4;6,445;12,535;3,43881E+17;280;51;7;7;38;2;3802
30.08.2024;114;39;860;07:43:40;07:44:06;6;39;4;6,315;12,348;3,43881E+17;280;51;7;7;39;0;3900
30.08.2024;114;40;862;07:44:06;07:44:43;6;39;4;6,136;12,599;3,43881E+17;280;51;7;7;40;2;4002
30.08.2024;114;41;861;07:44:44;07:45:01;6;39;4;6,498;12,657;3,43881E+17;280;51;7;7;41;2;4102
30.08.2024;114;42;382;07:46:40;07:47:45;6;39;12;18,832;17,577;3,43881E+17;280;51;7;8;5;0;500
30.08.2024;114;43;841;07:47:45;07:48:22;6;39;6;9,274;16,997;3,43881E+17;280;51;7;8;6;0;600
30.08.2024;114;44;210;07:48:22;07:48:31;6;39;6;9,459;14,283;3,43881E+17;280;51;7;8;13;0;1300
30.08.2024;114;45;189;07:48:31;07:49:06;6;39;6;9,221;15,823;3,43881E+17;280;51;7;8;17;0;1700
30.08.2024;114;46;1167;07:49:06;07:49:51;6;39;6;9,446;17,112;3,43881E+17;280;51;7;8;20;0;2000
30.08.2024;114;47;1103;07:49:52;07:50:35;6;39;12;12,804;9,871;3,43881E+17;280;51;7;8;27;0;2700
30.08.2024;114;48;474;07:50:35;07:51:27;6;39;48;50,096;12,084;3,43881E+17;280;51;7;8;28;2;2802
30.08.2024;114;49;158;07:51:27;07:51:29;6;39;6;6,307;9,732;3,43881E+17;280;51;7;8;29;2;2902
30.08.2024;114;50;555;07:51:29;07:52:57;6;39;6;4,724;9,096;3,43881E+17;280;51;7;8;47;0;4700
30.08.2024;115;1;1175;07:02:14;07:06:28;23;39;6;7,665;11,155;3,43881E+17;238;51;1;2;28;0;2800
30.08.2024;115;2;1227;07:06:29;07:07:03;23;39;6;6,639;11,461;3,43881E+17;238;51;1;3;5;4;504
30.08.2024;115;3;83;07:07:03;07:07:21;23;39;6;6,587;9,488;3,43881E+17;238;51;1;3;19;4;1904
30.08.2024;115;4;802;07:07:21;07:07:45;23;39;6;10,724;13,55;3,43881E+17;238;51;1;3;25;4;2504
30.08.2024;115;5;391;07:07:45;07:08:24;23;39;12;6,612;9,98;3,43881E+17;238;51;1;4;2;4;204
30.08.2024;115;6;622;07:08:24;07:09:20;23;39;6;7,779;14,701;3,43881E+17;238;51;1;4;20;82;2082
30.08.2024;115;7;1022;07:09:20;07:09:21;23;39;24;12,743;18,628;3,43881E+17;238;51;1;4;21;0;2100
30.08.2024;115;8;4;07:09:21;07:09:56;23;39;24;12,588;19,468;3,43881E+17;238;51;1;4;37;0;3700
30.08.2024;115;9;133;07:09:56;07:12:16;23;39;24;9,311;14,161;3,43881E+17;238;51;1;5;14;0;1400
30.08.2024;115;10;262;07:12:16;07:12:25;23;39;24;8,977;14,273;3,43881E+17;238;51;1;5;15;0;1500
30.08.2024;115;11;232;07:12:25;07:12:38;23;39;24;12,385;18,745;3,43881E+17;238;51;1;5;16;0;1600
30.08.2024;115;12;1148;07:12:38;07:12:48;23;39;12;3,252;5,201;3,43881E+17;238;51;1;5;17;4;1704
30.08.2024;115;13;43;07:12:48;07:12:57;23;39;24;8,332;12,554;3,43881E+17;238;51;1;5;18;0;1800
30.08.2024;115;14;1162;07:12:57;07:13:31;23;39;48;13,338;9,857;3,43881E+17;238;51;1;5;19;4;1904
30.08.2024;115;15;990;07:13:31;07:13:44;23;39;48;13,186;9,667;3,43881E+17;238;51;1;5;22;2;2202
30.08.2024;115;16;552;07:13:44;07:13:59;23;39;6;6,702;10,221;3,43881E+17;238;51;1;5;22;4;2204
30.08.2024;115;17;892;07:13:59;07:14:29;23;39;48;13,092;10,14;3,43881E+17;238;51;1;5;25;2;2502
30.08.2024;115;18;519;07:14:29;07:14:38;23;39;12;4,215;6,625;3,43881E+17;238;51;1;5;26;2;2602
30.08.2024;115;19;328;07:14:38;07:14:50;23;39;12;4,275;6,685;3,43881E+17;238;51;1;5;29;2;2902
30.08.2024;115;20;1057;07:14:50;07:15:15;23;39;48;13,148;10,019;3,43881E+17;238;51;1;5;34;4;3404
30.08.2024;115;21;897;07:15:15;07:15:39;23;39;72;19,425;10,11;3,43881E+17;238;51;1;5;37;2;3702
30.08.2024;115;22;373;07:15:40;07:15:48;23;39;48;13,152;10,034;3,43881E+17;238;51;1;5;37;4;3704
30.08.2024;115;23;86;07:15:48;07:16:13;23;39;4;6,731;10,594;3,43881E+17;238;51;1;5;41;4;4104
30.08.2024;115;24;746;07:16:13;07:16:37;23;39;24;9,082;13,188;3,43881E+17;238;51;1;6;1;4;104
30.08.2024;115;25;1049;07:16:38;07:17:01;23;39;12;4,241;6,565;3,43881E+17;238;51;1;6;2;3;203
30.08.2024;115;26;1092;07:17:01;07:17:15;23;39;12;4,123;6,773;3,43881E+17;238;51;1;6;3;1;301
30.08.2024;115;27;457;07:17:15;07:17:29;23;39;24;8,719;13,466;3,43881E+17;238;51;1;6;5;2;502
30.08.2024;115;28;1182;07:17:29;07:17:55;23;39;12;3,279;5,112;3,43881E+17;238;51;1;6;9;0;900
30.08.2024;115;29;1007;07:23:34;07:23:53;23;39;25;5,579;74,694;3,43881E+17;238;51;7;7;0;4;4
30.08.2024;115;30;854;07:18:21;07:18:48;23;39;6;12,932;22,01;3,43881E+17;238;51;7;7;7;2;702
30.08.2024;115;31;489;07:18:48;07:19:19;23;39;6;9,236;16,402;3,43881E+17;238;51;7;7;13;4;1304
30.08.2024;115;32;440;07:19:19;07:19:44;23;39;6;9,214;13,873;3,43881E+17;238;51;7;7;14;2;1402
30.08.2024;115;33;167;07:19:44;07:20:29;23;39;6;9,382;15,591;3,43881E+17;238;51;7;7;19;4;1904
30.08.2024;115;34;981;07:20:29;07:21:23;23;39;6;9,294;14,503;3,43881E+17;238;51;7;7;25;0;2500
30.08.2024;115;35;311;07:21:23;07:21:49;23;39;6;7,776;13,655;3,43881E+17;238;51;7;7;36;0;3600
30.08.2024;115;36;159;07:21:49;07:22:02;23;39;4;6,198;10,114;3,43881E+17;238;51;7;7;38;0;3800
30.08.2024;115;37;859;07:22:03;07:22:16;23;39;4;6,445;12,535;3,43881E+17;238;51;7;7;38;2;3802
30.08.2024;115;38;860;07:22:16;07:22:45;23;39;4;6,315;12,348;3,43881E+17;238;51;7;7;39;0;3900
30.08.2024;115;39;863;07:22:45;07:22:46;23;39;4;6,424;11,542;3,43881E+17;238;51;7;7;39;4;3904
30.08.2024;115;40;862;07:22:46;07:22:57;23;39;4;6,136;12,599;3,43881E+17;238;51;7;7;40;2;4002
30.08.2024;115;41;861;07:22:57;07:23:34;23;39;4;6,498;12,657;3,43881E+17;238;51;7;7;41;2;4102
30.08.2024;115;42;302;07:23:54;07:24:22;23;39;12;18,776;17,263;3,43881E+17;238;51;7;8;9;2;902
30.08.2024;115;43;211;07:24:22;07:24:55;23;39;6;9,37;15,204;3,43881E+17;238;51;7;8;11;0;1100
30.08.2024;115;44;209;07:24:55;07:25:13;23;39;6;9,481;13,387;3,43881E+17;238;51;7;8;15;0;1500
30.08.2024;115;45;319;07:25:13;07:25:24;23;39;6;9,482;16,697;3,43881E+17;238;51;7;8;16;2;1602
30.08.2024;115;46;476;07:25:24;07:25:50;23;39;6;6,274;11,627;3,43881E+17;238;51;7;8;27;2;2702
30.08.2024;115;47;158;07:25:50;07:26:06;23;39;6;6,307;9,732;3,43881E+17;238;51;7;8;29;2;2902
30.08.2024;115;48;1053;07:26:06;07:27:07;23;39;6;9,163;14,553;3,43881E+17;238;51;7;8;35;4;3504
30.08.2024;115;49;989;07:27:07;07:28:16;23;39;1;5,01;8,08;3,43881E+17;238;51;7;8;49;2;4902
30.08.2024;116;1;350;07:31:30;07:34:19;7;39;6;7,479;12,15;3,43881E+17;177;51;1;1;12;2;1202
30.08.2024;116;2;299;07:34:19;07:34:50;7;39;6;7,619;14,123;3,43881E+17;177;51;1;1;23;0;2300
30.08.2024;116;3;257;07:34:50;07:34:51;7;39;6;8,253;15,434;3,43881E+17;177;51;1;1;26;0;2600
30.08.2024;116;4;809;07:35:30;07:35:43;7;39;6;8,79;14,854;3,43881E+17;177;51;1;2;14;0;1400
30.08.2024;116;5;64;07:34:58;07:35:11;7;39;6;9,512;15,446;3,43881E+17;177;51;1;2;21;4;2104
30.08.2024;116;6;765;07:35:11;07:35:22;7;39;6;7,082;11,696;3,43881E+17;177;51;1;2;26;0;2600
30.08.2024;116;7;183;07:35:44;07:35:59;7;39;6;6,831;11,304;3,43881E+17;177;51;1;2;33;2;3302
30.08.2024;116;8;544;07:35:59;07:36:12;7;39;6;6,753;10,445;3,43881E+17;177;51;1;2;35;2;3502
30.08.2024;116;9;843;07:36:12;07:36:51;7;39;12;12,558;10,326;3,43881E+17;177;51;1;3;22;4;2204
30.08.2024;116;10;800;07:36:51;07:37:17;7;39;6;6,109;11,463;3,43881E+17;177;51;1;3;26;5;2605
30.08.2024;116;11;462;07:37:17;07:37:40;7;39;6;7,551;15,568;3,43881E+17;177;51;1;3;34;2;3402
30.08.2024;116;12;67;07:37:40;07:37:57;7;39;6;6,643;12,558;3,43881E+17;177;51;1;3;37;4;3704
30.08.2024;116;13;277;07:37:57;07:38:13;7;39;6;6,356;11,568;3,43881E+17;177;51;1;3;38;2;3802
30.08.2024;116;14;1093;07:38:13;07:38:42;7;39;12;4,863;9,875;3,43881E+17;177;51;1;4;3;4;304
30.08.2024;116;15;74;07:38:42;07:38:49;7;39;6;4,265;5,489;3,43881E+17;177;51;1;4;4;2;402
30.08.2024;116;16;684;07:38:50;07:39:11;7;39;6;5,034;7,668;3,43881E+17;177;51;1;4;5;3;503
30.08.2024;116;17;637;07:39:11;07:39:21;7;39;12;5,139;9,085;3,43881E+17;177;51;1;4;7;2;702
30.08.2024;116;18;423;07:39:21;07:39:37;7;39;12;12,669;18,422;3,43881E+17;177;51;1;4;13;0;1300
30.08.2024;116;19;1022;07:39:37;07:40:41;7;39;96;50,972;18,628;3,43881E+17;177;51;1;4;21;0;2100
30.08.2024;116;20;1197;07:40:41;07:41:14;7;39;24;12,613;20,072;3,43881E+17;177;51;1;4;27;4;2704
30.08.2024;116;21;7;07:41:14;07:41:28;7;39;24;12,565;19,37;3,43881E+17;177;51;1;4;28;4;2804
30.08.2024;116;22;15;07:41:28;07:41:43;7;39;24;12,647;19,21;3,43881E+17;177;51;1;4;30;0;3000
30.08.2024;116;23;9;07:41:43;07:42:09;7;39;48;25,024;18,91;3,43881E+17;177;51;1;4;33;0;3300
30.08.2024;116;24;8;07:42:09;07:42:42;7;39;48;24,952;18,807;3,43881E+17;177;51;1;4;34;0;3400
30.08.2024;116;25;4;07:42:42;07:43:01;7;39;48;25,176;19,468;3,43881E+17;177;51;1;4;37;0;3700
30.08.2024;116;26;1088;07:43:01;07:43:48;7;39;24;8,479;12,951;3,43881E+17;177;51;1;5;24;0;2400
30.08.2024;116;27;1057;07:43:48;07:44:11;7;39;24;6,574;10,019;3,43881E+17;177;51;1;5;34;4;3404
30.08.2024;116;28;437;07:44:11;07:44:41;7;39;24;8,559;13,693;3,43881E+17;177;51;1;6;4;4;404
30.08.2024;116;29;1183;07:44:41;07:45:07;7;39;48;17,086;13,27;3,43881E+17;177;51;1;6;10;4;1004
30.08.2024;116;30;271;07:45:07;07:45:25;7;39;6;12,734;17,419;3,43881E+17;177;51;1;6;13;0;1300
30.08.2024;116;31;820;07:45:25;07:45:41;7;39;6;12,744;17,708;3,43881E+17;177;51;1;6;16;0;1600
30.08.2024;116;32;270;07:45:41;07:46:06;7;39;6;12,769;16,365;3,43881E+17;177;51;1;6;18;2;1802
30.08.2024;116;33;957;07:50:48;07:51:53;7;39;9;12,488;127,368;3,43881E+17;177;51;7;7;0;3;3
30.08.2024;116;34;1187;07:51:53;07:51:54;7;39;18;29,744;105,105;3,43881E+17;177;51;7;7;0;5;5
30.08.2024;116;35;186;07:46:15;07:46:29;7;39;6;9,363;14,342;3,43881E+17;177;51;7;7;22;0;2200
30.08.2024;116;36;77;07:46:29;07:46:45;7;39;6;8,099;14,647;3,43881E+17;177;51;7;7;23;0;2300
30.08.2024;116;37;1200;07:46:45;07:49:53;7;39;12;15,696;13,056;3,43881E+17;177;51;7;7;34;4;3404
30.08.2024;116;38;47;07:49:53;07:50:12;7;39;8;12,344;12,677;3,43881E+17;177;51;7;7;37;2;3702
30.08.2024;116;39;159;07:50:12;07:50:23;7;39;4;6,198;10,114;3,43881E+17;177;51;7;7;38;0;3800
30.08.2024;116;40;861;07:50:23;07:50:48;7;39;4;6,498;12,657;3,43881E+17;177;51;7;7;41;2;4102
30.08.2024;116;41;382;07:51:54;07:52:06;7;39;6;9,416;17,577;3,43881E+17;177;51;7;8;5;0;500
30.08.2024;116;42;148;07:52:06;07:52:44;7;39;6;9,224;13,187;3,43881E+17;177;51;7;8;19;0;1900
30.08.2024;116;44;237;07:52:44;07:52:55;7;39;6;9,452;13,623;3,43881E+17;177;51;7;8;25;0;2500
30.08.2024;116;45;475;07:52:55;07:53:02;7;39;6;6,245;11,882;3,43881E+17;177;51;7;8;26;0;2600
30.08.2024;116;46;476;07:53:02;07:53:09;7;39;6;6,274;11,627;3,43881E+17;177;51;7;8;27;2;2702
30.08.2024;116;47;1104;07:53:09;07:53:46;7;39;6;6,335;11,023;3,43881E+17;177;51;7;8;35;0;3500
30.08.2024;116;48;1053;07:53:47;07:53:48;7;39;6;9,163;14,553;3,43881E+17;177;51;7;8;35;4;3504
30.08.2024;116;49;908;07:53:48;07:54:03;7;39;6;6,459;10,777;3,43881E+17;177;51;7;8;38;2;3802
30.08.2024;116;50;26;07:54:03;07:54:22;7;39;6;6,215;10,184;3,43881E+17;177;51;7;8;39;4;3904
30.08.2024;116;51;857;07:54:22;07:54:50;7;39;12;12,72;25,662;3,43881E+17;177;51;7;8;41;4;4104
30.08.2024;116;52;333;07:54:50;07:55:25;7;39;18;14,649;9,154;3,43881E+17;177;51;7;8;44;0;4400
30.08.2024;116;53;144;07:55:25;07:55:39;7;39;6;6,247;11,861;3,43881E+17;177;51;7;8;46;4;4604
30.08.2024;117;1;770;11:04:31;11:05:26;33;39;6;8,333;15,276;3,43881E+17;195;51;1;1;36;0;3600
30.08.2024;117;2;831;11:05:26;11:05:27;33;39;12;16,208;14,186;3,43881E+17;195;51;1;1;40;4;4004
30.08.2024;117;3;238;11:05:27;11:05:54;33;39;6;7,144;11,562;3,43881E+17;195;51;1;2;2;2;202
30.08.2024;117;4;81;11:05:54;11:06:11;33;39;6;9,331;16,641;3,43881E+17;195;51;1;2;13;4;1304
30.08.2024;117;5;355;11:06:11;11:06:21;33;39;6;10,159;16,386;3,43881E+17;195;51;1;2;15;0;1500
30.08.2024;117;6;92;11:06:21;11:06:49;33;39;6;6,77;14,81;3,43881E+17;195;51;1;2;41;0;4100
30.08.2024;117;7;795;11:06:49;11:07:12;33;39;6;7,252;13,354;3,43881E+17;195;51;1;3;9;2;902
30.08.2024;117;8;233;11:07:12;11:07:23;33;39;6;8,339;16,162;3,43881E+17;195;51;1;3;12;2;1202
30.08.2024;117;9;192;11:07:23;11:07:46;33;39;6;8,683;15,036;3,43881E+17;195;51;1;3;30;4;3004
30.08.2024;117;10;785;11:07:46;11:08:17;33;39;6;9,38;12,594;3,43881E+17;195;51;1;4;3;5;305
30.08.2024;117;11;790;11:08:17;11:08:29;33;39;6;9,509;13,443;3,43881E+17;195;51;1;4;6;1;601
30.08.2024;117;12;410;11:08:29;11:09:00;33;39;6;7,085;13,66;3,43881E+17;195;51;1;4;22;83;2283
30.08.2024;117;13;9;11:09:00;11:09:35;33;39;72;37,536;18,91;3,43881E+17;195;51;1;4;33;0;3300
30.08.2024;117;14;4;11:09:35;11:09:47;33;39;24;12,588;19,468;3,43881E+17;195;51;1;4;37;0;3700
30.08.2024;117;15;1041;11:09:47;11:09:55;33;39;24;12,642;19,188;3,43881E+17;195;51;1;4;38;0;3800
30.08.2024;117;16;1013;11:09:55;11:10:59;33;39;24;8,33;12,801;3,43881E+17;195;51;1;5;10;2;1002
30.08.2024;117;17;675;11:10:59;11:11:29;33;39;24;6,593;9,667;3,43881E+17;195;51;1;5;22;2;2202
30.08.2024;117;18;597;11:11:29;11:11:43;33;39;48;13,092;10,14;3,43881E+17;195;51;1;5;25;2;2502
30.08.2024;117;19;624;11:11:43;11:12:18;33;39;48;13,148;10,019;3,43881E+17;195;51;1;5;34;4;3404
30.08.2024;117;20;374;11:12:18;11:12:37;33;39;72;19,728;10,034;3,43881E+17;195;51;1;5;37;4;3704
30.08.2024;117;21;498;11:12:37;11:12:47;33;39;48;13,13;10,049;3,43881E+17;195;51;1;5;38;4;3804
30.08.2024;117;22;88;11:12:47;11:13:02;33;39;4;6,731;10,594;3,43881E+17;195;51;1;5;41;4;4104
30.08.2024;117;23;645;11:13:02;11:13:08;33;39;24;6,642;9,828;3,43881E+17;195;51;1;5;42;0;4200
30.08.2024;117;24;437;11:13:09;11:14:09;33;39;192;68,472;13,693;3,43881E+17;195;51;1;6;4;4;404
30.08.2024;117;25;406;11:14:12;11:14:43;33;39;6;9,404;13,184;3,43881E+17;195;51;7;7;3;0;300
30.08.2024;117;26;211;11:14:43;11:15:27;33;39;12;18,74;15,204;3,43881E+17;195;51;7;8;11;0;1100
30.08.2024;117;27;209;11:15:27;11:15:48;33;39;12;18,962;13,387;3,43881E+17;195;51;7;8;15;0;1500
30.08.2024;117;28;1073;11:15:48;11:16:02;33;39;6;9,224;14,035;3,43881E+17;195;51;7;8;21;2;2102
30.08.2024;117;29;158;11:16:02;11:16:27;33;39;30;31,535;9,732;3,43881E+17;195;51;7;8;29;2;2902
30.08.2024;117;30;987;11:16:27;11:17:42;33;39;4;5,229;8,197;3,43881E+17;195;51;7;8;42;0;4200
30.08.2024;118;1;877;07:41:51;07:47:27;33;39;6;6,521;13,882;3,43881E+17;252;51;1;2;12;0;1200
30.08.2024;118;2;796;07:47:27;07:47:41;33;39;6;7,886;11,818;3,43881E+17;252;51;1;2;33;4;3304
30.08.2024;118;3;969;07:47:42;07:48:03;33;39;8;9,777;15,743;3,43881E+17;252;51;1;3;19;2;1902
30.08.2024;118;4;800;07:48:03;07:48:28;33;39;6;6,109;11,463;3,43881E+17;252;51;1;3;26;5;2605
30.08.2024;118;5;997;07:48:28;07:48:59;33;39;12;5,307;9,223;3,43881E+17;252;51;1;4;4;5;405
30.08.2024;118;6;909;07:48:59;07:49:12;33;39;12;6,007;9,261;3,43881E+17;252;51;1;4;8;2;802
30.08.2024;118;7;10;07:49:12;07:49:42;33;39;24;12,816;18,808;3,43881E+17;252;51;1;4;24;4;2404
30.08.2024;118;8;307;07:49:42;07:50:10;33;39;24;12,518;19,011;3,43881E+17;252;51;1;4;36;0;3600
30.08.2024;118;9;957;07:51:20;07:52:12;33;39;9;12,488;127,368;3,43881E+17;252;51;7;7;0;3;3
30.08.2024;118;10;1187;07:52:12;07:52:13;33;39;9;14,872;105,105;3,43881E+17;252;51;7;7;0;5;5
30.08.2024;118;11;1097;07:50:25;07:50:49;33;39;6;9,252;15,33;3,43881E+17;252;51;7;7;5;4;504
30.08.2024;118;12;489;07:50:49;07:51:07;33;39;6;9,236;16,402;3,43881E+17;252;51;7;7;13;4;1304
30.08.2024;118;13;49;07:51:07;07:51:20;33;39;6;9,32;15,209;3,43881E+17;252;51;7;7;18;2;1802
30.08.2024;118;14;841;07:52:13;07:52:20;33;39;6;9,274;16,997;3,43881E+17;252;51;7;8;6;0;600
30.08.2024;118;15;302;07:52:21;07:52:37;33;39;6;9,388;17,263;3,43881E+17;252;51;7;8;9;2;902
30.08.2024;118;16;211;07:52:37;07:52:48;33;39;6;9,37;15,204;3,43881E+17;252;51;7;8;11;0;1100
30.08.2024;118;17;210;07:52:48;07:52:57;33;39;6;9,459;14,283;3,43881E+17;252;51;7;8;13;0;1300
30.08.2024;118;18;158;07:52:58;07:53:20;33;39;6;6,307;9,732;3,43881E+17;252;51;7;8;29;2;2902
30.08.2024;118;19;1104;07:53:20;07:53:43;33;39;6;6,335;11,023;3,43881E+17;252;51;7;8;35;0;3500
30.08.2024;118;20;1163;07:53:43;07:53:58;33;39;6;6,329;10,703;3,43881E+17;252;51;7;8;37;2;3702
30.08.2024;118;21;266;07:53:58;07:54:11;33;39;6;4,92;9,398;3,43881E+17;252;51;7;8;43;0;4300
30.08.2024;119;1;115;08:11:38;08:13:09;31;39;6;8,976;17,941;3,43881E+17;314;51;1;1;2;2;202
30.08.2024;119;2;299;08:13:09;08:13:47;31;39;6;7,619;14,123;3,43881E+17;314;51;1;1;23;0;2300
30.08.2024;119;3;243;08:13:47;08:14:00;31;39;6;7,122;12,135;3,43881E+17;314;51;1;1;24;4;2404
30.08.2024;119;4;103;08:14:00;08:14:03;31;39;6;9,475;15,085;3,43881E+17;314;51;1;1;25;2;2502
30.08.2024;119;5;636;08:14:03;08:14:14;31;39;6;8,183;15,093;3,43881E+17;314;51;1;1;26;2;2602
30.08.2024;119;6;641;08:14:14;08:14:28;31;39;6;7,941;14,114;3,43881E+17;314;51;1;1;26;4;2604
30.08.2024;119;7;102;08:14:28;08:14:35;31;39;6;8,179;14,106;3,43881E+17;314;51;1;1;30;0;3000
30.08.2024;119;8;227;08:14:35;08:16:27;31;39;6;7,146;12,738;3,43881E+17;314;51;1;1;37;2;3702
30.08.2024;119;9;225;08:16:27;08:17:31;31;39;6;8,776;13,668;3,43881E+17;314;51;1;2;15;2;1502
30.08.2024;119;10;347;08:17:31;08:19:42;31;39;6;7,17;12,819;3,43881E+17;314;51;1;2;17;2;1702
30.08.2024;119;11;291;08:19:42;08:21:33;31;39;6;7,604;14,698;3,43881E+17;314;51;1;2;39;0;3900
30.08.2024;119;12;1138;08:21:34;08:21:47;31;39;6;7,613;13,405;3,43881E+17;314;51;1;3;40;4;4004
30.08.2024;119;13;1154;08:21:47;08:22:18;31;39;6;7,697;9,206;3,43881E+17;314;51;1;4;5;5;505
30.08.2024;119;14;396;08:22:18;08:23:11;31;39;24;12,457;19,087;3,43881E+17;314;51;1;4;26;2;2602
30.08.2024;119;15;3;08:23:12;08:23:27;31;39;24;12,665;18,819;3,43881E+17;314;51;1;4;28;2;2802
30.08.2024;119;16;12;08:23:27;08:23:38;31;39;24;12,673;19,478;3,43881E+17;314;51;1;4;29;2;2902
30.08.2024;119;17;1126;08:23:38;08:24:33;31;39;24;8,634;13,216;3,43881E+17;314;51;1;5;15;4;1504
30.08.2024;119;18;553;08:24:33;08:24:51;31;39;24;6,371;10,155;3,43881E+17;314;51;1;5;28;2;2802
30.08.2024;119;19;450;08:24:51;08:25:23;31;39;24;8,302;12,258;3,43881E+17;314;51;1;5;34;2;3402
30.08.2024;119;20;580;08:25:23;08:26:09;31;39;24;8,502;12,987;3,43881E+17;314;51;1;5;35;2;3502
30.08.2024;119;21;746;08:26:09;08:26:38;31;39;24;9,082;13,188;3,43881E+17;314;51;1;6;1;4;104
30.08.2024;119;22;402;08:26:38;08:27:21;31;39;6;12,769;16,365;3,43881E+17;314;51;1;6;17;0;1700
